1	15246	56
2	26932	54
18	200990	53
42	446974	51
45	477306	49
49	515241	48
54	561193	45
61	621133	44
65	654360	42
66	662968	39
67	671852	37
70	697751	35
72	714816	33
337	2887394	32
342	2924463	31
343	2932379	30
356	3031361	29
362	3076529	28
367	3114535	27
374	3164805	26
376	3178392	25
1077	8805599	24
1199	9780543	21
1221	9937978	20
1228	9991560	19
1611	12909306	18
1619	12963235	17
1627	13016783	16
2298	17968163	15
2301	17987882	14
2326	18150052	13
2333	18197223	11
6482	47441138	10
9873	70469659	9
10072	71590155	8
10106	71777169	7
32284	215766402	6
34833	231380703	5
67799	432283952	4
96812	605672132	3
145844	888545747	2
196017	1174012111	1
1206929	5861189651	0
