1	19421	89
2	31002	88
3	40136	86
4	47968	83
8	87891	80
9	96133	79
12	122351	70
13	133025	67
14	141918	66
16	157191	64
17	164002	62
19	176994	61
46	377069	59
82	637498	58
91	694098	56
97	728568	55
112	844035	49
113	851423	48
115	864912	47
120	898327	44
122	911541	40
363	2448435	37
574	3690079	36
584	3745921	34
1143	6934427	33
1153	6989021	32
1175	7100967	30
1180	7128374	29
1674	9923260	27
1691	10002554	25
1699	10040285	24
3073	17403347	22
3102	17530068	21
3137	17688350	20
3170	17832998	19
3554	19823615	18
3556	19832354	17
7049	37215188	16
7155	37666355	15
7870	41072798	14
7890	41160864	13
12985	65206648	11
13036	65412306	9
30028	164715399	8
44510	245057791	7
55117	324379184	6
55221	325067759	5
90604	583308300	4
191564	1187517971	3
305949	1982013427	2
683781	4484191796	1
3343701	21399534984	0
