1	24716	85
2	40551	80
3	54274	79
5	79062	76
6	90203	75
12	154363	73
13	165456	70
15	187878	63
16	199068	62
21	261466	60
22	271509	58
24	292862	55
27	324434	54
28	334078	52
29	343456	51
32	372606	50
33	383523	49
34	394054	48
39	443764	47
43	482896	46
49	543963	45
50	553531	44
53	583795	42
57	622384	41
59	641222	40
64	685330	39
69	730784	38
72	757297	37
77	798266	36
78	806303	35
83	852564	33
85	870448	32
93	940499	31
95	957782	30
107	1065983	29
113	1120102	26
114	1128237	25
158	1496397	23
196	1795560	22
222	1999506	21
273	2379841	20
286	2481867	18
292	2532032	17
298	2580346	16
335	2858326	15
430	3559287	14
479	3927604	13
577	4653063	12
605	4861252	11
695	5467171	10
842	6473887	9
1186	8742999	8
1946	13757324	7
2739	18935993	6
2777	19171825	5
2880	19856687	4
4561	31152490	3
127339	806682966	2
128472	814049732	1
147018	933072118	0
