1	22832	97
2	35728	91
4	52495	89
7	72785	88
8	78991	86
10	91764	85
16	130651	82
29	201097	81
30	206275	80
31	211233	78
32	217167	77
37	245135	76
39	255997	73
47	310431	72
53	351614	71
60	396498	70
62	409056	69
68	451036	68
70	468873	67
72	486041	66
73	494318	62
75	509305	61
80	545329	60
82	557309	56
87	587333	55
88	593044	54
93	625830	53
100	663784	52
117	757532	51
127	816052	49
141	894487	46
156	981506	45
162	1010941	44
170	1054499	43
171	1058516	42
172	1063700	40
178	1099185	39
180	1110766	38
181	1115681	36
200	1221666	35
240	1409509	33
260	1506178	32
265	1529285	30
328	1812845	29
334	1837463	28
368	1997698	26
400	2144268	25
415	2220201	23
451	2375919	22
468	2451472	21
488	2538682	19
660	3295964	17
919	4429113	16
926	4465497	15
1011	4829743	14
1034	4925554	13
1144	5389502	12
1162	5463866	11
1414	6540300	10
1636	7461515	9
1968	8877852	8
2847	12501914	7
4080	17504627	6
4807	20465928	5
4990	21209202	4
9484	38786594	3
20000000	121772512869	3
