1	12591	46
2	22650	45
43	329438	43
44	336342	41
46	350000	40
78	590781	37
81	609976	34
160	1132182	33
161	1138290	32
164	1157031	31
176	1232509	30
179	1249684	28
185	1287711	25
189	1313298	24
192	1333237	23
200	1383459	22
491	3153179	20
499	3197058	18
509	3248052	17
938	5724752	15
962	5841407	14
1697	9874262	13
1708	9926615	12
1712	9946601	10
3174	17649416	9
3184	17697213	8
4132	22507313	7
4157	22626604	6
4173	22699205	5
13856	70445837	4
14823	75006709	3
64632	300749930	2
74513	344068304	1
241417	1058966540	0
