1	16072	49
3	34444	48
5	49645	45
7	63474	43
8	69889	41
11	88466	40
18	134745	37
19	140063	36
23	161230	35
25	173159	33
29	195872	31
33	226144	30
40	272498	28
43	289848	27
46	307444	26
51	337900	24
57	372955	23
70	462042	20
135	809591	19
154	910873	17
167	980769	16
183	1057633	15
207	1166218	14
211	1189501	13
214	1202295	12
247	1373809	11
251	1393205	10
279	1525659	9
480	2454092	8
523	2652050	7
656	3240111	6
746	3640203	5
953	4531031	4
1298	6017895	3
2075	9261270	2
5410	22486454	1
8555	34952532	0
