1	10438	56
2	17654	53
4	31448	49
5	38714	48
23	132399	46
25	140142	45
26	144250	42
28	152155	40
29	156022	39
30	159745	37
64	340597	36
67	355030	35
68	360107	33
69	365069	31
71	375633	30
72	380550	28
154	757927	26
158	775861	22
164	802641	21
169	824398	19
466	2150383	18
470	2167139	17
478	2200265	16
483	2221097	15
695	3078919	14
697	3086884	13
3765	14732453	11
5001	19060329	10
5027	19143982	9
5073	19292256	8
6146	23080941	7
6209	23272494	6
10430	37502411	4
30127	101224304	2
265926	775780978	1
362416	1084253423	0
