1	31794	116
2	52700	115
3	71084	112
8	147116	111
9	161289	110
10	176121	108
13	220065	105
14	235425	103
15	250965	102
18	294391	101
19	309724	98
23	366913	96
27	419035	94
28	432134	93
32	492814	88
34	522959	87
36	551955	86
38	578933	85
40	607699	84
43	647239	82
45	675142	81
48	716796	80
51	762448	79
55	816112	78
56	829538	77
57	842521	75
59	870177	73
62	913527	72
66	969524	71
70	1023047	69
73	1059518	65
82	1165961	64
85	1204740	60
86	1217433	59
87	1232923	57
96	1359544	56
101	1424638	55
104	1462098	53
106	1486949	51
110	1535202	50
114	1582033	49
122	1672002	48
123	1682712	46
124	1693839	45
127	1727723	44
152	2020777	43
170	2214069	42
175	2270990	41
183	2355546	40
185	2375343	39
195	2486936	38
206	2611755	37
230	2854563	36
235	2908561	35
244	2999253	34
267	3219118	33
269	3238703	31
275	3302309	30
300	3571959	27
322	3817692	26
382	4449295	25
415	4752975	24
440	4981569	23
471	5280987	22
474	5315664	21
514	5696336	20
615	6607651	19
650	6932408	18
784	8184968	17
815	8461363	16
1122	11202589	15
1173	11671632	14
1612	15654207	13
1665	16131365	12
1932	18503707	11
2171	20563900	10
2903	26846487	9
3131	28796234	8
4558	40910751	7
4763	42583859	6
4785	42781588	5
5427	48300787	4
5552	49349425	3
5677	50314545	2
10851	92460303	1
20000000	134981757202	1
