1	17503	67
9	115273	62
12	149848	61
13	159732	59
16	189083	57
18	208654	54
20	227930	51
50	513296	50
51	521915	47
53	538986	43
56	564740	41
152	1431464	39
153	1439964	38
160	1498852	37
264	2353354	36
267	2376896	35
268	2385131	34
271	2408635	32
280	2479834	29
291	2562773	28
294	2584844	27
298	2613979	25
1216	9694222	23
1229	9783103	22
1410	11132901	21
1448	11376533	20
1823	14241735	19
2094	16170869	18
2103	16222554	17
2118	16312341	16
2151	16497703	15
2228	16981862	14
2902	21837017	13
7637	54711318	12
7802	55672638	11
10541	74313015	10
10577	74552530	9
15942	109091564	8
18367	124539884	7
21918	147357466	6
21928	147416566	5
22010	147893936	4
26519	175176728	3
78100	478901542	2
359235	2030508033	1
2013906	10574056234	0
