1	10109	56
2	17576	52
4	31243	49
6	45365	45
7	52601	43
15	104956	42
16	110305	41
18	124686	38
23	152318	37
25	162550	34
32	202458	32
56	344297	31
60	364866	29
65	390360	27
70	416099	26
74	437737	25
75	460818	23
77	471951	21
79	482293	19
215	1215872	18
224	1254864	17
234	1299040	16
377	2040531	15
462	2455364	14
551	2855690	13
562	2899394	12
563	2903342	11
570	2930769	10
579	2969168	9
968	4794801	8
969	4798680	7
2127	10060695	6
2128	10064472	5
2600	12143443	4
2958	13647150	3
3404	15444264	2
3413	15479140	1
30660	120118767	0
