1	20128	59
6	69579	58
7	78871	53
8	86956	52
12	118661	49
15	142298	47
18	166178	44
24	213084	43
26	227950	41
29	248462	37
30	275477	36
45	382284	35
46	389072	33
51	424718	32
53	438749	31
58	468143	29
64	509570	26
68	538784	23
81	615515	22
105	751598	21
120	835773	20
158	1069163	19
167	1121855	17
182	1214931	15
221	1441105	14
251	1588668	13
252	1593788	12
371	2228109	11
376	2255689	10
387	2314100	9
423	2498376	8
633	3575006	7
641	3615260	6
732	4094617	5
910	4962642	4
3023	15019072	3
28256	134418162	2
33864	161138131	1
302472	954320790	0
