1	20476	59
6	84969	58
7	94918	57
25	288547	54
28	331572	50
30	347877	48
32	363529	47
34	379963	44
38	414218	43
40	429344	42
85	817044	41
87	835370	36
138	1278485	35
143	1318620	33
148	1354215	32
152	1383546	30
155	1404714	29
322	2769673	28
327	2810098	26
338	2882026	25
352	2965502	24
361	3021968	21
371	3083919	20
392	3213934	19
394	3226824	18
844	6587425	17
845	6594081	16
862	6701404	14
863	6707105	13
866	6728717	12
3929	27511142	11
4499	31343245	10
4533	31543251	9
4972	34226051	8
4975	34242710	7
8583	56318798	6
8724	57045573	5
10853	69776596	4
36772	217746658	3
37577	221793139	2
47172	275073567	1
413267	2181075371	0
