1	15458	54
3	37537	52
4	47159	51
9	89350	50
10	97444	47
12	111716	45
13	118121	42
14	124826	40
15	131109	37
18	147771	35
53	380114	34
103	692906	33
106	707963	32
107	712864	30
109	723116	28
122	800380	26
126	821033	25
129	836740	23
384	2383064	20
390	2410756	18
641	3752997	17
697	4012464	16
706	4056200	15
707	4061010	14
724	4138368	12
1088	6130585	11
1092	6149038	10
1104	6201777	9
2293	12095282	8
2322	12221486	7
2689	14019678	5
5917	29405997	4
5992	29722355	3
27931	126921990	2
48338	213681981	1
1735193	6816010853	0
