1	13808	59
2	23814	58
3	31877	56
6	58478	54
9	79803	52
11	93216	50
12	99402	49
13	106207	48
14	112518	47
16	125109	45
33	249942	44
35	267009	42
39	293673	41
40	300180	40
42	313000	39
45	332581	38
46	339177	37
76	546814	35
80	569516	32
84	590307	31
215	1394105	28
278	1764645	27
281	1780333	25
369	2278665	23
388	2377898	22
461	2781184	20
464	2797567	19
1165	6810496	18
1183	6897997	17
1184	6903768	14
1194	6956789	13
1199	6982247	12
1205	7014086	11
1210	7038881	9
1213	7052557	8
4056	21471974	7
12717	62165097	6
13644	66597802	5
22716	108083239	4
25183	118948849	3
35544	165669771	2
133875	585856910	1
484003	2001392991	0
