1	19485	77
6	93085	60
8	118703	56
9	147796	55
13	187941	53
15	206883	51
132	1322597	50
136	1353703	49
138	1370013	48
140	1385961	47
141	1393949	46
148	1447161	44
152	1477975	43
168	1605033	42
172	1636100	40
253	2362733	39
255	2379696	36
262	2432846	35
266	2463419	33
269	2486449	32
280	2568015	31
1090	9564270	30
1110	9708798	29
1112	9723913	28
1115	9746651	27
1130	9848634	26
1138	9904713	25
1163	10085491	24
1165	10101394	23
1169	10131303	21
1397	11847125	20
1399	11861407	19
1414	11968640	18
1456	12242029	16
7788	59773951	14
9175	69382912	13
9294	70140701	12
9351	70479918	11
14297	104608575	10
14390	105206905	9
18318	131839995	8
18393	132288408	7
18467	132737303	6
57499	393612848	5
63813	434658579	4
179182	1163129144	3
294373	1874062039	2
686630	4238322827	1
827850	5068679047	0
