1	26284	149
2	45545	147
3	61975	142
4	76058	141
15	238964	124
21	337026	121
22	350404	120
23	363530	119
26	401236	118
28	424802	116
39	582549	113
41	607007	111
43	631674	109
44	642918	106
47	678082	104
53	745111	102
58	795632	99
59	805451	98
61	826083	97
62	837004	96
65	871011	92
66	882250	89
260	3057300	87
267	3125442	85
268	3135139	83
273	3184367	81
278	3230948	80
279	3239591	76
386	4336307	75
387	4344767	73
395	4411113	72
630	6847327	71
631	6857085	70
635	6896213	68
642	6961961	67
657	7107665	66
659	7125981	64
668	7203392	63
678	7292772	60
693	7425974	59
703	7515785	58
706	7541299	56
712	7593729	54
719	7658545	53
721	7676725	51
728	7737578	50
745	7883595	48
755	7963935	47
1151	11685560	46
1153	11701997	44
1156	11728746	43
2587	25077222	42
5036	46795517	41
6790	61281032	39
6821	61500434	36
6831	61574801	35
6846	61677912	34
6881	61914351	33
6896	62016394	32
6959	62439416	30
6972	62530386	29
7074	63254751	25
9366	81184807	24
9394	81368609	23
11322	96149451	22
11333	96222075	21
11365	96457702	20
17814	147398188	19
17824	147460405	18
17839	147558550	17
17954	148286452	16
31386	251216356	15
31460	251648278	14
63244	475683541	13
74779	556318918	12
103495	752558183	11
113817	821087274	10
147107	1039504580	9
147219	1040159166	8
147281	1040530662	7
328004	2181487105	6
371945	2458993544	5
372139	2460132081	4
881029	7620017126	3
1662927	16695417717	2
6544131	69242566160	1
20000000	199357576333	1
