1	24265	128
2	39044	125
3	50535	124
6	78977	122
7	86835	120
12	125558	118
18	170559	115
20	187377	114
21	194731	112
23	209090	111
25	225964	110
26	235434	105
28	255111	104
31	282410	103
32	290801	101
33	298590	100
34	307015	98
35	315784	97
36	324564	96
37	332927	94
40	357111	90
42	374098	88
43	382697	87
45	409047	86
47	426546	85
48	434145	84
52	472891	83
53	479499	82
54	486285	81
58	517772	80
64	563621	79
65	572076	76
71	618673	74
72	626550	72
73	634797	70
83	709066	69
91	755935	68
92	762838	66
97	796582	62
103	841113	60
104	851247	58
109	886692	56
114	917501	55
116	928865	54
117	933974	53
126	1000667	52
127	1007376	51
129	1022876	50
137	1080417	49
145	1129550	48
152	1171545	45
155	1191494	44
166	1254110	43
167	1260626	42
174	1306679	41
184	1367776	40
276	1858766	38
286	1912728	37
291	1946886	36
306	2032174	35
346	2257796	34
350	2278133	33
376	2408196	32
386	2460777	31
444	2747886	30
479	2928998	29
518	3116346	28
558	3313033	27
560	3324221	26
608	3547811	25
620	3600685	24
639	3691059	22
730	4117755	21
793	4403702	20
835	4599835	19
881	4807857	18
1001	5349923	17
1149	6047082	16
1308	6777371	13
1363	7054813	12
1467	7542053	11
1505	7713852	10
1670	8443269	9
1827	9132501	8
3199	15006859	7
14041	60627013	6
24959	106951195	5
340812	1403221130	4
20000000	80115437544	4
