1	20024	69
6	73126	60
7	82614	58
11	105093	55
29	221046	51
32	246023	50
33	253219	47
34	259350	45
66	457574	41
67	462124	40
70	475934	39
75	499274	37
78	512709	34
82	533517	33
83	537120	31
84	541944	30
91	566232	29
98	594858	28
106	629764	27
111	649034	26
114	660834	25
118	677880	23
880	4205395	21
1384	6500672	19
1386	6507102	18
1431	6676484	17
1936	8714621	16
1939	8725721	15
1980	8866209	14
1983	8877447	13
3415	14548810	12
6644	26938199	11
6699	27096823	10
6759	27282937	9
7222	28998617	8
11047	43158030	7
16140	61072356	6
27960	101198789	5
27981	101273277	4
28057	101513575	3
29127	104731673	2
216912	713027712	1
217557	715015159	0
