1	19973	65
2	32670	64
8	94482	63
37	362509	62
38	369595	61
39	376044	60
41	387590	59
42	394199	57
43	400816	53
45	414654	50
46	420435	47
60	546995	46
62	563317	45
65	586651	41
92	783004	40
187	1450969	39
191	1480410	38
202	1557137	36
261	1975491	35
262	1982620	34
264	1996819	32
266	2008805	31
268	2018137	30
270	2029731	29
282	2101210	28
286	2125456	27
294	2173037	26
303	2216108	25
308	2241810	24
314	2271799	23
316	2280900	22
329	2345844	21
509	3380227	20
828	5033821	18
979	5741149	16
987	5772458	14
991	5787390	12
1003	5836018	11
1007	5849618	9
1588	8149599	8
1662	8408515	7
1670	8432604	6
5482	23090772	5
5512	23192720	4
5521	23217949	3
12376	47133555	2
60801	209199272	1
60834	209297370	0
