1	16587	70
2	25750	68
5	44030	64
6	48693	62
7	52990	60
9	61410	59
11	68876	54
12	72675	53
15	87159	50
19	105034	48
30	154400	47
39	200038	46
40	205734	41
42	216645	38
49	249242	36
57	285491	35
58	288827	34
61	303693	33
64	316882	32
65	322216	30
67	333950	28
76	369225	27
78	376578	26
93	443429	25
103	484827	24
111	516513	21
160	702867	20
176	761670	18
182	784841	17
231	956238	16
259	1042523	14
263	1055944	13
268	1073739	12
282	1125671	11
286	1141297	10
435	1618305	9
772	2662062	8
842	2885261	7
1014	3432824	6
1036	3501299	5
1426	4744378	4
1475	4923087	3
3070	9891296	2
20976	63735987	1
40196	124592181	0
